franchise,616,,
alien,598,,
martial,520,,
superman,501,,
bruce,495,,
aliens,482,,
spiderman,473,,
scifi,457,,
superhero,447,,
arts,415,,
terminator,410,,
matrix,390,,
iron,380,,
chinese,373,,
cop,362,,
ip,348,,
xmen,337,,
science,333,,
thriller,319,,
trek,310,,
predator,308,,
luke,294,,
weapon,291,,
cars,290,,
lucas,282,,
arnold,278,,
plane,277,,
gibson,276,,
rambo,273,,
weapons,269,,
german,269,,
cruise,267,,
ryan,263,,
training,262,,
explosions,261,,
comics,259,,
wayne,259,,
robot,258,,
willis,258,,
marvel,256,,
combat,253,,
china,252,,
sequels,248,,
bourne,247,,
disney,245,,
bay,245,,
russian,244,,
vampire,241,,
battles,240,,
danny,240,,
robots,238,,
kong,233,,
jet,226,,
knight,225,,
furious,223,,
drug,219,,
turtles,219,,
apes,218,,
spy,217,,
cia,216,,
stallone,215,,
cameron,215,,
brain,212,,
blade,211,,
transformers,210,,
cage,209,,
mask,204,,
sean,203,,
li,202,,
schwarzenegger,200,,
ass,200,,
installment,199,,
stunts,199,,
monsters,196,,
destruction,195,,
vampires,194,,
president,194,,
sword,193,,
fighter,193,,
dragon,192,,
fu,192,,
lethal,191,,
kevin,189,,
samurai,188,,
parker,187,,
kung,186,,
ford,185,,
empire,185,,
warrior,182,,
chases,181,,
daniel,180,,
bloody,179,,
mexican,179,,
wolverine,179,,
indiana,174,,
hulk,174,,
damme,172,,
mcclane,169,,
jurassic,166,,
spectacle,166,,
cops,165,,
boss,164,,
thor,164,,
spielberg,164,,
westerns,163,,
creatures,162,,
johnson,162,,
doom,161,,
nuclear,161,,
stark,161,,
arnie,161,,
godzilla,160,,
scientist,160,,
vietnam,159,,
gore,158,,
detective,157,,
chan,156,,
hood,156,,
anakin,156,,
scary,156,,
terrorists,154,,
security,154,,
connery,154,,
anime,153,,
handsome,55,,
thugs,55,,
extras,55,,
solve,55,,
luthor,55,,
opponent,55,,
ross,55,,
midst,55,,
threatens,55,,
caribbean,55,,
respectively,55,,
outing,55,,
dan,55,,
samantha,55,,
tie,55,,
rid,55,,
trap,55,,
objects,54,,
fifteen,54,,
worldwide,54,,
wright,54,,
armies,54,,
orlando,54,,
ups,54,,
involve,54,,
beverly,54,,
misses,54,,
solely,54,,
gibsons,54,,
repetitive,54,,
horribly,54,,
neat,54,,
sergio,54,,
hugely,54,,
countries,54,,
korea,54,,
val,54,,
rises,54,,
dragged,54,,
rocks,54,,
helen,54,,
facing,54,,
carnage,54,,
mayhem,54,,
shadows,54,,
vivid,54,,
holy,54,,
ambitious,54,,
exploding,54,,
bravo,54,,
earned,54,,
african,54,,
california,54,,
soft,54,,
commanding,54,,
longest,54,,
suffice,53,,
honour,53,,
madness,53,,
onscreen,53,,
silence,53,,
shoulders,53,,
obiwan,53,,
satisfied,53,,
lieutenant,53,,
revolutions,53,,
sue,53,,
hunted,53,,
tear,53,,
edition,53,,
greek,53,,
jordan,53,,
bills,53,,
teach,53,,
usa,53,,
alert,53,,
nudity,53,,
aimed,53,,
anticipated,53,,
launch,53,,
supernatural,53,,
inspiring,53,,
cheer,53,,
student,53,,
stretch,53,,
scientific,53,,
nowadays,53,,
lin,53,,
signature,53,,
daily,53,,
useful,53,,
whitaker,53,,
needless,53,,
starred,53,,
rick,52,,
aunt,52,,
quentin,52,,
intent,52,,
limits,52,,
norris,52,,
midway,52,,
saturday,52,,
crisis,52,,
sub,52,,
weather,52,,
prize,52,,
